pnID1,siID1,mnID1,nam1,etime1,status,DQ11t1,DQ12t1,DQ1A,DQ2,DQ31,DQ32,DQ33,DQ34,DQ3A1n1,DQ4A1,DQ4A2,DQ4A3,DQ4B,DQ51n1,DQ6,DQ70c1,DQ70c2,DQ70c3,DQ7A,DQ8,DQ91t1,DQ92n1,DQ10,DQ10n1,DQ11A,DQ11An1,DQ11An2,DQ12,DQ13,DQ141n1,DQ142n1,DQ142n2,DQ143n1,DQ143n2,DQ143n3,DQ144n1,DQ144n2,DQ144n3,DQ151t1,DQ152n1,DQ152n2,DQ152n3,DQ153n1,DQ153n2,DQ153n3,Q01,Q0211,Q0212,Q0221,Q0222,Q0231,Q0232,Q0311,Q0312,Q0313,Q0314,Q0321,Q0322,Q0323,Q0324,Q0319,Q0329,Q041,Q042,Q043,Q04t8,Q0511,Q0512,Q0513,Q0521,Q0522,Q0523,Q0519,Q06,Q071,Q072,Q073,Q074,Q0811,Q0812,Q0813,Q0821,Q0822,Q0823,Q08A1,Q08A2,Q08A3,Q08A4,Q08At4,Q0911,Q0912,Q0913,Q0914,Q09t4,Q0915,Q101n1,Q1111,Q1112,Q1113,Q1119,Q12,Q1311,Q1312,Q141,Q142,Q143,Q14t11,Q15,Q15A,Q15B1,Q15B2,Q15B3,Q15B4,Q15B5,Q15Bt5,Q161,Q162,Q16t9,Q17,Q18,Q18A,Q18At5,Q18B,Q18Bt6,Q19,Q19t5,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20At5,Q20AA,Q20AAt3
,001638,67460616,정형숙,2022-09-25 오후 7:52:10,201,수유역,비단머리방,1249,2,01222,서울 강북구 오패산로 111,서울 강북구 미아동 49-93,강북구 수유동,4,1,,,1,1,1,2,228,CS200028,2,2,수유,150,2,,2,,1,없다/ 무응답,2,61,2001,2,10,8,4,0,1,0,김민정,02,906,8815,010,,,3,50,9999999,,,,,2000,2000,2000,2000,250,250,230,230,N,Y,5,4,3,,2,2,2,20,20,15,N,,1,2,2,1,2000,6000,2500,,,,1,,,,,50,40,10,0,,100,2,3000,3000,3000,N,,550,20,06,07,08,,1,2,,,,,,,3,5,,2,2,,,,,2,,1,,,4,,,,
,001646,91820215,이애경,2022-09-25 오후 9:15:08,201,독산사거리(독산1동),마라타임마라탕마라상궈,1287,1,08584,서울 금천구 두산로 70,서울 금천구 독산동 291-1,114호,26,1,,,1,114,2,1,102,CS100002,1,2,독산역,900,1,2,1,2,,없다/ 무응답,1,32,2021,10,11,22,4,0,0,4,김걸,070,7576,0094,010,,,3,93,93,,,,,5000,5000,,,250,250,,,N,N,,,,,120,120,,0,0,,N,,1,2,2,1,5000,500,10000,,,,,,3,,,100,0,0,0,,100,2,3500,2700,,Y,오픈하고 손님이 늘어가고있음,500,15,03,07,08,,1,1,,,,,,,1,5,,1,2,,,,,5,경험없음,,,3,4,,,,
,001658,67460616,정형숙,2022-09-26 오전 10:18:49,201,-5수유역,하나과일야채,1249,2,01064,서울 강북구 오패산로 396,서울 강북구 번동 415-21,오패산로 396,3,1,,,1,101,1,3,309,CS300009,3,3,수유역,120,2,,2,,1,모름,2,40,2012,6,9,21,2,0,0,1,손연숙,010,4108,6154,010,4108,6154,3,50,0,,,,,2500,2500,2500,2500,150,150,150,150,N,N,,,,,5,5,5,12,12,12,N,,1,2,1,1,1800,2500,500,,,,1,2,3,,,70,30,0,0,,100,2,3000,3000,3000,N,,1500,50,03,06,04,,2,,,,,,,,4,5,,2,1,1,,5,,1,,1,,,4,,,,
,001675,63605494,형소윤,2022-09-26 오후 8:09:57,201,뱅뱅사거리,두메,1253,1,06259,서울 강남구 강남대로58길 21,서울 강남구 도곡동 942-8,서울 서초구 강남대로58길21,5,1,,,1,101,3,1,101,CS100001,1,2,뱅뱅사거리,200,2,,2,,1,없다/ 무응답,2,60,2014,1,11,21,8,1,2,1,이인자,02,576,7705,010,,,3,83,99,,,,,3000,3000,3000,3000,280,280,280,280,N,Y,1,2,7,,0,0,0,5,5,5,N,,1,2,2,2,3000,4000,0,,,,1,,,,,100,0,0,0,,100,2,3000,3000,3000,N,,600,20,07,01,02,,2,,,,,,,,7,2,,4,2,,,,,3,,1,,3,,,,2,
,001703,67460616,정형숙,2022-09-26 오후 11:17:42,201,-5수유역,올리비아,1249,2,01074,서울 강북구 도봉로 341,서울 강북구 수유동 191-16,도봉로341,7,1,,,1,101,3,3,311,CS300011,3,2,수유역,70,1,20,2,,10,없다/ 무응답,2,40,2017,2,11,20,4,0,2,0,오은주,02,907,7721,010,,,2,83,0,,,,,7000,7000,7000,7000,370,370,370,370,N,N,,,,,6,6,6,10,10,10,N,,1,1,1,1,5000,6000,1000,,,,1,2,3,,,50,50,0,0,,100,2,14000,10000,10000,Y,경기침체,6500,60,06,07,09,,2,,,,,,,,2,5,,3,2,,,,,1,,1,,,,,,2,
,001716,99850413,조성이,2022-09-27 오후 6:18:05,201,미아사거리역,녹베이크,1324,2,01211,서울 강북구 숭인로 65,서울 강북구 미아동 484-3,숭인로65,3,1,,,1,1,3,1,105,CS100005,1,3,미아사거리역,100,2,,2,,1,없다/ 무응답,2,35,2017,10,11,21,4,1,1,0,이미리,02,998,5500,010,8761,9980,3,53,0,,,,,6000,6000,5000,5000,350,350,350,350,Y,N,1,5,6,,5,5,5,18,18,18,N,,1,2,2,2,5000,4000,3000,,,,1,2,,,,30,30,40,0,,100,2,5000,4000,4000,Y,코로나,3000,55,01,03,04,,2,,,,,,,,2,1,,3,2,,,,,2,,,2,,,,,2,
,001768,99850413,조성이,2022-09-28 오전 11:35:27,201,창동역,백두산황소곱창,1159,2,01414,서울 도봉구 마들로11가길 13-6,서울 도봉구 창동 6-1,마들로11가길13-6,5,1,,,1,1,3,1,109,CS100009,1,3,창동역,150,2,,2,,1,없다/ 무응답,2,50,2017,9,16,24,0,2,4,1,임정주,02,935,9908,010,,,2,86,0,,,,,5500,5500,5500,550,350,350,350,350,Y,N,1,4,5,,6,6,6,16,16,16,N,,1,1,1,1,3000,4000,2000,,,,1,2,3,,,60,40,0,0,,100,2,9000,5000,5000,Y,코로나,6500,40,03,04,08,,2,,,,,,,,1,2,,2,2,,,,,1,,1,2,3,,,,2,
,001469,67460616,정형숙,2022-09-23 오전 9:29:57,201,-5수유역,도장열쇠,1003,2,01064,서울 강북구 오패산로 394,서울 강북구 번동 415-22,오패산로394,5,1,,,1,102,3,3,321,CS300021,3,2,수유역,230,1,2,2,,2,모름,1,60,2016,5,10,21,4,0,0,0,강영오,02,908,5447,010,2245,5447,3,50,9999999,,,,,2500,2500,2500,2500,280,280,250,250,N,Y,1,2,3,,6,6,6,12,12,12,N,,1,1,2,1,2000,2000,2000,,,,1,2,3,,,60,40,0,0,,100,2,2000,1800,1800,Y,경기가  코로나로 인하여서  장사가  되지않음,900,50,03,08,09,,2,,,,,,,,8,5,,2,2,,,,,1,,1,,,,,,1,
,001509,99850413,조성이,2022-09-23 오후 7:46:20,201,창동역,자갈치곰장어,1159,1,01370,서울 도봉구 노해로 133,서울 도봉구 쌍문동 372-19,도봉구 창동,8,1,,,1,2,1,1,101,CS100001,1,2,창동역,300,2,,2,,1,없다/ 무응답,2,62,1990,5,11,9,4,2,2,0,전선애,02,999,2588,010,0000,0000,3,93,99,,,,,7000,7000,7000,7000,450,450,450,450,N,N,,,,,6,6,6,30,30,30,N,,1,1,1,2,10000,6000,0,,,,1,2,,,,70,30,0,0,,100,2,12000,12000,10000,Y,외식문화,800,25,01,02,,,2,,,,,,,,2,3,,2,2,,,,,1,,1,,,,,,1,
,001521,99850413,조성이,2022-09-24 오전 7:25:42,201,창동역,킴스안경,1159,2,01399,서울 도봉구 노해로63다길 10,서울 도봉구 창동 135-13,도봉구 창동,3,1,,,1,3,1,3,316,CS300016,3,2,창동역,300,2,,2,,1,없다/ 무응답,1,59,1991,4,10,8,4,2,0,0,이수철,02,994,2400,010,0000,0000,3,40,43,,,,,3000,3000,3000,3000,200,200,180,180,N,Y,1,3,4,,3,3,3,15,15,15,N,,1,2,2,1,3000,5000,1800,,,,1,,,,,80,20,0,0,,100,2,1500,1700,1800,Y,눈시술영향,500,20,01,03,04,,2,,,,,,,,1,3,,2,2,,,,,1,,,,,4,,,,
,001592,91820215,이애경,2022-09-24 오후 11:16:14,201,독산사거리(독산1동),일품양평해장국,1287,1,08584,서울 금천구 두산로 70,서울 금천구 독산동 291-1,113호,26,1,,,1,113,2,1,101,CS100001,1,2,독산역,900,1,2,1,2,,없다/ 무응답,2,49,2020,10,10,22,4,1,1,0,장주연,02,2169,2788,010,,,2,93,93,,,,,3000,3000,3000,,270,270,270,,N,N,,,,,70,70,70,0,0,0,N,,1,1,1,2,3000,0,3000,,,,,,,,,100,0,0,0,,100,2,1700,2000,2500,Y,코로나가  외식이줄어듬,200,12,01,07,06,,3,,,,,,,,1,8,,2,2,,,,,5,경험없음,,2,,4,,,,
,001607,67460616,정형숙,2022-09-25 오전 9:24:00,201,수유역,한일도장,1249,2,01074,서울 강북구 도봉로89길 5-14,서울 강북구 수유동 191-71,강북구 수유동,3,1,,,1,1,1,3,321,CS300021,3,2,수유,30,1,30,2,,6,없다/ 무응답,1,68,1993,3,10,8,2,0,0,0,조동조,02,988,2040,010,1661,2040,3,17,17,,,,,2000,2000,2000,2000,200,200,200,200,N,N,,,,,1,1,1,5,5,5,N,,1,2,2,2,1000,2000,300,,,,1,,,,,100,0,0,0,,100,2,1000,1000,1000,N,,400,25,01,04,07,,1,3,1,,,,,,2,5,,1,2,,,,,2,,1,,,4,,,,
,001616,67460616,정형숙,2022-09-25 오전 11:07:25,201,수유역,신미방,1249,2,01073,서울 강북구 도봉로87길 3-8,서울 강북구 수유동 229-37,강북구 수유동,5,1,,,1,1,1,1,102,CS100002,1,2,수유,100,2,,2,,1,없다/ 무응답,1,62,2011,2,11,9,4,2,2,0,신소호,02,903,0706,010,0000,0000,3,83,83,,,,,5000,5000,5000,5000,500,500,450,450,N,Y,1,4,5,,2,2,2,30,30,30,N,,1,1,2,1,3000,8000,5000,,,,1,,3,,,50,40,10,0,,100,2,9000,9000,8000,Y,원가상승,1200,30,01,04,07,,1,2,,,,,,,2,4,,2,2,,,,,2,,1,,,4,,,,
,001644,91820215,이애경,2022-09-25 오후 8:54:21,201,독산사거리(독산1동),명태골,1287,1,08584,서울 금천구 두산로 70,서울 금천구 독산동 291-1,121호,26,1,,,1,121,2,1,101,CS100001,1,2,독산역,900,1,2,1,2,,없다/ 무응답,2,58,2014,6,10,22,4,3,0,1,고보경,02,2098,9392,010,,,2,126,126,,,,,5000,5000,5000,5000,270,270,320,320,N,Y,1,,,,130,130,130,0,0,0,N,,2,2,2,2,5000,0,10000,,,,,,,,,80,20,0,0,,100,2,4000,4000,4000,N,,400,10,03,06,07,,2,,,,,,,,2,1,,2,2,,,,,5,경험없음,,,,4,,,,
,001656,91820215,이애경,2022-09-25 오후 11:14:10,201,독산사거리(독산1동),BBQ참숯바베큐,1287,1,08523,서울 금천구 시흥대로123길 24,서울 금천구 독산동 288-10,0,2,1,,,1,1,1,1,107,CS100007,1,2,독산역,1000,2,,2,,1,없다/ 무응답,2,52,2014,6,12,02,0,1,0,0,김향란,02,852,4988,010,5607,8972,2,132,132,,,,,5000,5000,5000,5000,400,400,380,380,N,Y,7,,,,20,20,20,15,15,15,N,,1,2,2,1,5000,9000,6000,,,,1,,,,,70,30,0,0,,100,2,150,100,100,Y,저녁시간영업가능해져서,10,5,01,07,08,,1,3,1,,,,,,5,7,,3,2,,,,,1,,,,,4,,,,
,001717,99850413,조성이,2022-09-27 오후 6:25:47,201,미아사거리역,금강맛집,1324,1,27184,충북 제천시 숭의로 64,충북 제천시 화산동 346,숭의로64,4,1,,,1,1,3,1,101,CS100001,1,3,미아사거리역,100,2,,2,,1,없다/ 무응답,1,60,2015,11,10,21,4,2,1,0,이순화,02,988,4374,010,,,3,99,0,,,,,6000,6000,6000,6000,400,400,400,400,N,N,,,,,5,5,5,25,25,25,N,,1,1,1,1,3000,3000,3500,,,,1,2,,,,60,40,0,0,,100,2,9500,9500,9500,N,,4500,45,03,07,08,,2,,,,,,,,4,6,,3,2,,,,,4,,1,,,,,,2,
,001583,91820215,이애경,2022-09-24 오후 10:19:55,201,독산사거리(독산1동),국수나무독산시티렉스점,1287,1,08584,서울 금천구 시흥대로 399,,시티렉스빌딩,8,1,,,1,122,3,1,101,CS100001,1,2,독산역,1000,1,26,1,8,,없다/ 무응답,2,31,2019,6,11,20,4,2,2,0,이승 지,02,809,9856,010,,,2,50,50,,,,,5000,5000,5000,5000,200,200,200,200,N,N,,,,,180,180,180,0,0,0,N,,1,2,2,1,5000,3500,18000,,,,1,,,,,40,60,0,0,,100,2,2500,2400,2400,Y,코로나가 좀수그러들어서,250,10,07,02,06,,1,2,,,,,,,2,5,,4,2,,,,,5,갈등없음,,2,,4,,,,
,001627,67460616,정형숙,2022-09-25 오후 1:37:28,201,수유역,토탈패션,1249,2,02782,서울 성북구 한천로 520,서울 성북구 석관동 91-3,강북구 수유동,4,1,,,1,2,1,3,311,CS300011,3,2,구유,120,2,,2,,1,없다/ 무응답,2,65,2001,4,10,9,4,0,0,0,최금순,010,7760,9008,010,0000,,3,17,17,,,,,2000,2000,2000,2000,200,200,200,200,N,N,,,,,2,2,2,10,10,10,N,,1,1,2,1,2000,2000,2000,,,,1,,3,,,80,20,0,0,,100,2,1500,1500,1500,N,,400,20,06,08,07,,1,3,,,,4,,,4,5,,2,2,,,,,1,,1,,,4,,,,
,001757,99850413,조성이,2022-09-28 오전 9:15:58,201,창동역,대동원횟집,1159,1,01414,서울 도봉구 노해로69길 21-15,서울 도봉구 창동 12,노해로69길21-15,4,1,,,1,101,3,1,108,CS100008,1,3,창동역,100,2,,2,,1,없다/ 무응답,2,41,2019,10,10,22,2,1,3,0,이지연,02,994,0010,010,,,2,40,0,,,,,5000,5000,5000,5000,360,360,360,360,N,N,,,,,5,5,5,20,20,20,N,,1,1,1,1,4500,5000,2000,,,,1,2,3,,,50,50,0,0,,100,2,4000,3000,3000,Y,코로나 심해서,2000,50,03,08,07,,2,,,,,,,,2,6,,2,2,,,,,3,,1,,,,,,2,
,001771,63605494,형소윤,2022-09-28 오후 12:15:38,201,뱅뱅사거리,달리는 커피 (서울뱅뱅사거리점),1253,1,06253,서울 강남구 도곡로3길 19,서울 강남구 역삼동 837-18,서울 강남구 도곡로3길19,1,1,,,1,1,3,1,110,CS100010,1,2,뱅뱅사거리,220,2,,2,,1,오피스텔 상가임,1,34,2022,8,8,24,0,1,2,0,허문석,02,517,1219,010,,,2,30,33,,,,,5000,,,,400,,,,N,N,,,,,27,,,0,,,N,,1,2,2,1,5000,2500,2500,,,,1,,3,,,100,0,0,0,,100,2,700,,,N,,100,12,01,02,03,,1,2,,,,,,,2,1,,1,2,,,,,3,,,2,3,4,,,,
,001779,99850413,조성이,2022-09-28 오후 12:54:29,201,창동역,창동 화로숮불구이,1159,1,01414,서울 도봉구 마들로11가길 13-7,서울 도봉구 창동 4-1,마들로11가길13-7,8,1,,,1,1,3,1,101,CS100001,1,3,창동역,150,2,,2,,1,없다/ 무응답,2,52,2017,11,11,22,2,2,3,1,이현숙,02,997,3722,010,,,2,93,0,,,,,5500,5500,5500,5500,360,360,360,360,N,N,,,,,7,7,7,25,25,25,N,,1,1,1,1,4000,5000,2500,,,,1,2,3,,,60,40,0,0,,100,2,18000,8000,8000,Y,경기침체,7500,40,03,06,07,,2,,,,,,,,2,3,,3,2,,,,,4,,1,,,,,,2,
,001797,99850413,조성이,2022-09-28 오후 2:35:18,201,창동역,헤어바람,1159,2,01399,서울 도봉구 노해로63다길 18,서울 도봉구 창동 135-11,노해로63다길18,3,1,,,1,101,3,2,228,CS200028,2,3,창동역,150,2,,2,,1,없다/ 무응답,2,47,2016,7,10,21,4,0,1,0,권해나,010,6296,2228,010,,,3,53,0,,,,,3500,3500,3500,3500,250,250,250,250,N,N,,,,,5,5,5,20,20,20,N,,1,1,1,1,2500,3000,1000,,,,1,2,3,,,60,40,0,0,,100,2,5000,3000,3000,Y,코로나 경기침체,250,50,09,08,07,,2,,,,,,,,2,1,,2,2,,,,,4,,1,,,,,,2,
,001810,91820215,이애경,2022-09-28 오후 9:56:09,201,독산사거리(독산1동),쥬시독산점,1287,1,08576,서울 금천구 시흥대로 406,,0,4,1,,,1,101,1,1,110,CS100010,1,2,독산역,1200,2,,1,2,,없다/ 무응답,2,48,2016,5,8,22,0,0,1,0,김진영,02,2604,2835,010,,,2,20,20,,,,,1500,1500,1500,1500,150,143,137,130,N,Y,7,,,,20,10,8,0,0,0,Y,그때그때 전체적으로 사용한금액에대해서 임대인이요구함,1,1,2,2,1500,7000,7000,,,,,2,,,,40,60,0,0,,100,1,1000,1000,1000,N,,300,30,03,07,08,,3,,,,,,,,1,2,,2,2,,,,,5,경험없음,,,,4,,,,
,001813,91820215,이애경,2022-09-28 오후 10:20:46,201,독산사거리(독산1동),옷수선,1287,2,08576,서울 금천구 시흥대로124길 33,서울 금천구 독산동 287-5,0,3,1,,,1,101,1,2,254,CS200054,2,2,독산역,1400,2,,2,,1,없다/ 무응답,1,70,2017,6,9,20,0,0,0,0,오광진,010,3732,6442,010,3732,6442,3,26,26,,,,,500,500,500,500,30,30,30,30,N,N,,,,,0,0,0,5,5,5,N,,1,2,2,2,500,0,0,,,,,,,,,100,0,0,0,,100,2,100,100,100,N,,50,50,04,,,,2,,,,,,,,1,,,2,2,,,,,5,없음,,,,4,,,,
,001822,91820215,이애경,2022-09-29 오전 9:11:35,201,독산사거리(독산1동),한솔부동산,1287,1,08525,서울 금천구 가산로3길 77,서울 금천구 독산동 303-1,105호,9,1,,,1,105,1,2,233,CS200033,2,2,독산역,1000,2,,1,2,,없다/ 무응답,2,69,2021,10,9,19,4,0,0,1,신사장,02,857,2600,010,,,3,40,40,,,,,1000,1000,,,80,80,,,N,N,,,,,20,20,,0,0,,N,,1,2,2,2,1000,1000,0,,,,1,,,,,100,0,0,0,,100,2,100,100,,N,,50,50,08,04,01,,1,2,,,,,,,1,2,,1,2,,,,,5,경험없음,,,,4,,,,
,001694,67460616,정형숙,2022-09-26 오후 9:58:43,201,-5수유역,배틀아귀찜,1249,1,01064,서울 강북구 한천로131길 27,서울 강북구 번동 416-122,한천로131길27,8,1,,,1,102,3,1,101,CS100001,1,3,수유역,100,2,,2,,1,없다/ 무응답,2,47,2016,3,10,22,4,2,2,1,한경이,02,991,4414,010,,,2,99,0,,,,,6000,6000,6000,6000,350,350,350,350,N,N,,,,,6,6,6,24,24,24,N,,1,2,2,1,6000,6000,2500,,,,1,2,3,,,50,50,0,0,,100,2,13000,8000,7000,Y,코로나와 경기 침체,8000,55,06,07,09,,2,,,,,,,,4,6,,2,1,1,,1,,1,,,2,,,,,1,
,001726,99850413,조성이,2022-09-27 오후 8:26:37,201,미아사거리역,삼시세끼,1324,1,02726,서울 성북구 숭인로2길 56,서울 성북구 길음동 1107,숭인로56,2,1,,,1,101,1,1,101,CS100001,1,3,미아사거리역,150,1,2,2,,2,없다/ 무응답,2,63,2014,12,10,21,4,2,2,1,김명자,02,945,3031,010,,,2,0,0,,,,,5000,5000,5000,5000,300,300,300,300,N,N,,,,,5,5,5,20,20,20,N,,1,2,2,2,3000,3000,3000,,,,1,2,,,,50,50,0,0,,100,2,13000,9000,9000,Y,경기침체,6600,50,03,07,08,,2,,,,,,,,2,1,,2,2,,,,,3,,1,,3,,,,2,
,001776,99850413,조성이,2022-09-28 오후 12:35:18,201,창동역,치킨뱅이,1159,2,01414,서울 도봉구 마들로11가길 13,서울 도봉구 창동 4,마들 로11가길13,8,1,,,1,1,3,1,107,CS100007,1,3,창동역,200,2,,2,,1,없다/ 무응답,1,35,2021,5,16,24,2,0,2,1,김범수,02,990,7488,010,,,2,50,0,,,,,5000,5000,,,380,380,,,N,N,,,,,5,5,,15,15,,N,,1,1,1,1,5000,6000,0,,,,1,2,3,,,50,50,0,0,,100,2,8000,6000,,Y,물가 상승,3500,40,07,06,08,,2,,,,,,,,2,3,,2,2,,,,,4,,1,,,,,,2,
,001787,63605494,형소윤,2022-09-28 오후 1:21:44,201,뱅뱅사거리,영동미가,1253,1,06253,서울 강남구 강남대로62길 14,서울 강남구 역삼동 838-5,서울 강남구 강남대로62길14,1,1,,,1,1,1,1,101,CS100001,1,2,뱅뱅사거리,150,2,,2,,1,없다/ 무응답,1,51,2021,5,10,21,4,5,0,0,이기찬,02,508,1134,010,,,1,258,264,,,,,12000,12000,,,1000,1000,,,N,N,,,,,0,0,,0,0,,N,,1,1,1,1,12000,15000,15000,,,,1,,3,,,100,0,0,0,,100,2,7500,5000,,Y,영업기간과 경험부족,2500,30,01,02,03,,1,2,,,,,,,3,2,,1,2,,,,,3,,,2,3,4,,,,
,001798,99850413,조성이,2022-09-28 오후 2:43:23,201,창동역,금토부동산,1159,2,01399,서울 도봉구 노해로63다길 17,서울 도봉구 창동 134-2,노해로63다길17,2,1,,,1,101,3,2,233,CS200033,2,3,창동역,170,2,,2,,1,없다/ 무응답,2,55,2016,8,10,20,4,0,0,0,김선례,02,995,0101,010,,,3,33,0,,,,,3000,3000,3000,3000,370,370,370,370,N,N,,,,,5,5,5,8,8,8,N,,1,1,1,1,2000,4000,1000,,,,1,2,3,,,60,40,0,0,,100,2,4000,9500,9500,Y,부동산경기침체,4000,50,08,09,03,,2,,,,,,,,1,3,,2,2,,,,,4,,1,2,,,,,1,
,001819,63605494,형소윤,2022-09-28 오후 11:47:48,201,뱅뱅사거리,로라방앗간,1253,1,06253,서울 강남구 강남대로66길 14,,서울 강남구 강남대로66길14,2,1,,,1,107,3,1,108,CS100008,1,2,뱅뱅사거리,250,2,,2,,1,없다/ 무응답,2,55,2019,3,11,21,4,1,1,1,사장님,02,566,0100,010,,,3,33,33,,,,,5000,5000,5000,5000,320,320,320,320,Y,Y,1,7,2,,50,50,50,0,0,0,N,,1,2,2,2,5000,0,0,,,,,,,,,100,0,0,0,,100,2,1500,1500,1500,Y,경험부족과코로나시간단축영업,600,35,02,03,01,,2,,,,,,,,5,2,,3,2,,,,,2,,,2,,,,,1,
,001823,91820215,이애경,2022-09-29 오전 9:17:11,201,독산사거리(독산1동),썬세탁빨래방,1287,1,08525,서울 금천구 가산로3길 77,서울 금천구 독산동 303-1,109호,9,1,,,1,109,1,2,231,CS200031,2,2,독산역,1000,2,,1,2,,없다/ 무응답,2,52,2021,10,8,21,4,0,0,0,김미영,010,2364,5564,010,2364,5564,3,36,36,,,,,1000,1000,,,100,100,,,N,N,,,,,4,4,,80,80,,N,,1,2,2,2,1000,2500,5000,,,,1,,,,,70,30,0,0,,100,2,500,500,,N,,150,30,07,08,04,,1,2,,,,,,,1,2,,2,2,,,,,5,경험없음,,2,3,,,,2,
,001832,52296476,최대옥,2022-09-29 오후 7:09:30,201,시흥사거리(시흥1동),풍년종합철물,1235,2,08629,서울 금천구 시흥대로56길 24,서울 금천구 시흥동 892-1,1층,1,1,,,1,101,1,3,333,CS300033,3,2,금천구청,968,2,,2,,1,없다/ 무응답,1,58,2022,7,8,19,4,0,0,1,최정옥남편,02,836,3483,010,7474,8026,3,0,40,,,,,500,,,,55,,,,N,N,,,,,0,,,0,,,N,,2,2,2,2,500,0,2000,,,,,,,,,100,0,0,0,,100,1,300,,,N,,150,50,01,02,08,,3,,,,,,,,3,2,,4,2,,,,,1,,,,,4,,,,
,001834,52296476,최대옥,2022-09-29 오후 7:20:02,201,시흥사거리(시흥1동),화이트정보통신,1235,2,08628,서울 금천구 시흥대로 212,서울 금천구 시흥동 889-13,1층,3,1,,,1,101,1,3,304,CS300004,3,2,금천구청,900,1,26,1,8,,없다/ 무응답,1,42,2019,1,10,20,4,1,0,0,김정훈,02,808,8016,010,5409,2198,1,0,73,,,,,10000,10000,10000,10000,350,350,350,350,N,N,,,,,40,40,40,0,0,0,N,,1,1,2,2,10000,0,4000,,,,,,,,,100,0,0,0,,100,3,1000,1000,1000,N,,300,30,09,08,01,,1,3,1,,,,,,5,6,,3,2,,,,,1,,,,,4,,,,
,001663,67460616,정형숙,2022-09-26 오후 2:04:10,201,-5수유역,이가네 추어탕,1249,1,01066,서울 강북구 한천로123길 62,서울 강북구 번동 414-32,한천로123길62,3,1,,,1,101,3,1,101,CS100001,1,3,수유역,200,2,,2,,1,없다/ 무응답,2,52,2015,5,10,21,2,0,1,1,송명숙,02,905,9985,010,,,2,53,0,,,,,3500,3500,3500,3500,220,220,220,220,N,N,,,,,5,5,5,17,17,17,N,,1,2,2,2,3000,2000,3500,,,,1,2,3,,,80,20,0,0,,100,2,3000,2200,2200,Y,경기불황,1300,50,01,03,04,,2,,,,,,,,2,4,,2,2,,,,,1,,1,,,,,,1,
,001680,91820215,이애경,2022-09-26 오후 8:24:45,201,독산사거리(독산1동),뚱땡이생삼겹,1287,2,08522,서울 금천구 가산로3길 10,서울 금천구 독산동 297-12,0,2,1,,,1,101,1,1,101,CS100001,1,2,독산역,1000,2,,2,,1,없다/ 무응답,2,53,2020,10,15,22,0,0,0,0,김현숙,02,1110,1110,010,3997,6401,3,50,50,,,,,1200,1200,1200,,120,120,120,,N,N,,,,,0,0,0,20,20,20,N,,1,1,1,1,1200,1000,500,,,,,2,3,,,100,0,0,0,,100,2,1000,1100,1200,Y,경기침체로고객이 줄어듬,200,20,08,09,07,,3,,,,,,,,1,2,,4,2,,,,,5,경험없음,,2,,4,,,,
,001713,99850413,조성이,2022-09-27 오후 5:53:52,201,미아사거리역,대신상회,1324,1,01170,서울 강북구 도봉로45길,서울 강북구 미아동 304-35,도봉로45길,2,1,,,1,102,3,3,311,CS300011,3,3,미아사거리역,50,2,,2,,1,없다/ 무응답,2,58,2018,6,11,21,4,0,0,1,박은호,02,988,5288,010,,,3,83,0,,,,,7000,7000,7000,7000,350,350,350,350,N,N,,,,,5,5,5,10,10,10,N,,1,1,1,1,5000,7000,2500,,,,1,2,3,,,80,20,0,0,,100,2,9500,9000,9000,Y,경기침체,4600,50,01,03,,,2,,,,,,,,7,1,,2,2,,,,,3,,1,,,,,,1,
,001736,99850413,조성이,2022-09-27 오후 10:05:34,201,미아사거리역,우리집칼국수,1324,2,01219,서울 강북구 도봉로10다길 4,서울 강북구 미아동 54-2,도봉로10다길4,4,1,,,1,101,3,1,101,CS100001,1,3,미아사거리역,70,2,,2,,1,없다/ 무응답,2,52,2016,2,10,21,2,1,3,0,기선애,02,988,6730,010,,,3,56,0,,,,,6500,6500,6500,6500,300,300,300,300,N,N,,,,,5,5,5,20,20,20,N,,1,2,2,2,3000,3000,0,,,,1,2,,,,80,20,0,0,,100,2,9000,7000,7000,Y,코로나,4000,50,07,09,08,,2,,,,,,,,2,5,,2,2,,,,,1,,1,,,,,,1,
,001765,99850413,조성이,2022-09-28 오전 10:51:40,201,창동역,압구정찌게마을,1159,2,01414,서울 도봉구 노해로69길 21-11,서울 도봉구 창동 12-1,노해로69길,8,1,,,1,1,3,1,101,CS100001,1,3,창동역,200,2,,2,,1,없다/ 무응답,1,40,2021,2,16,24,0,1,4,0,이화순,02,992,2323,010,,,2,83,0,,,,,3500,3500,,,500,500,,,N,N,,,,,5,5,,20,20,,N,,1,1,1,1,3500,6000,500,,,,1,2,3,,,50,50,0,0,,100,2,9000,5000,,Y,개업늦음코로나 심함,3500,50,07,06,08,,2,,,,,,,,2,5,,2,2,,,,,4,,1,2,3,,,,2,
